DOR Code,Municipality,Year,Single Family Values,Single Family Parcels,Average Single Family Value ,Single Family Tax Bill*,Rank**
039,Boylston,2009,519030400.00 ,1337.00 ,388205.00 ,4814.00 ,84
039,Boylston,2010,522210200.00 ,1341.00 ,389418.00 ,4992.00 ,81
039,Boylston,2011,449532200.00 ,1345.00 ,334225.00 ,5234.00 ,78
039,Boylston,2012,455220900.00 ,1357.00 ,335461.00 ,5710.00 ,68
039,Boylston,2013,455797200.00 ,1360.00 ,335145.00 ,5764.00 ,72
039,Boylston,2014,461382500.00 ,1372.00 ,336285.00 ,5848.00 ,77
039,Boylston,2015,469777100.00 ,1387.00 ,338700.00 ,5897.00 ,83
039,Boylston,2016,503858000.00 ,1392.00 ,361967.00 ,5925.00 ,88
039,Boylston,2017,543168800.00 ,1409.00 ,385500.00 ,6214.00 ,
040,Braintree,2009,3424749100.00 ,8985.00 ,381163.00 ,3453.00 ,180
040,Braintree,2010,3285343400.00 ,8995.00 ,365241.00 ,3532.00 ,184
040,Braintree,2011,3168429000.00 ,9001.00 ,352009.00 ,3590.00 ,191
040,Braintree,2012,3241506800.00 ,9012.00 ,359688.00 ,3759.00 ,185
040,Braintree,2013,3096987000.00 ,9022.00 ,343271.00 ,3814.00 ,192
040,Braintree,2014,3131748700.00 ,9032.00 ,346739.00 ,3960.00 ,193
040,Braintree,2015,3415928300.00 ,9035.00 ,378077.00 ,4185.00 ,181
040,Braintree,2016,3570288200.00 ,9035.00 ,395162.00 ,4339.00 ,183
040,Braintree,2017,3823460700.00 ,9050.00 ,422482.00 ,4537.00 ,
041,Brewster,2009,2760409150.00 ,5440.00 ,507428.00 ,3014.00 ,245
041,Brewster,2010,2733843410.00 ,5461.00 ,500612.00 ,3104.00 ,244
041,Brewster,2011,2503427600.00 ,5463.00 ,458251.00 ,3180.00 ,245
041,Brewster,2012,2467125260.00 ,5476.00 ,450534.00 ,3352.00 ,240
041,Brewster,2013,2408484750.00 ,5490.00 ,438704.00 ,3475.00 ,236
041,Brewster,2014,2459674620.00 ,5506.00 ,446726.00 ,3654.00 ,227
041,Brewster,2015,2518910250.00 ,5518.00 ,456490.00 ,3771.00 ,230
041,Brewster,2016,2595613510.00 ,5532.00 ,469200.00 ,3955.00 ,220
041,Brewster,2017,2693113400.00 ,5548.00 ,485421.00 ,4073.00 ,
042,Bridgewater,2009,1836718200.00 ,5187.00 ,354100.00 ,4015.00 ,130
042,Bridgewater,2010,1705063200.00 ,5204.00 ,327645.00 ,4033.00 ,144
042,Bridgewater,2011,1634016200.00 ,5209.00 ,313691.00 ,4523.00 ,110
042,Bridgewater,2012,1611935000.00 ,5223.00 ,308622.00 ,4663.00 ,115
042,Bridgewater,2013,1581040800.00 ,5235.00 ,302014.00 ,4781.00 ,116
042,Bridgewater,2014,1585938800.00 ,5249.00 ,302141.00 ,4910.00 ,119
042,Bridgewater,2015,1642724000.00 ,5292.00 ,310416.00 ,5041.00 ,122
042,Bridgewater,2016,1725475400.00 ,5316.00 ,324582.00 ,5044.00 ,136
042,Bridgewater,2017,1808330800.00 ,5335.00 ,338956.00 ,5291.00 ,
043,Brimfield,2009,323652800.00 ,1249.00 ,259130.00 ,3128.00 ,228
043,Brimfield,2010,332392400.00 ,1268.00 ,262139.00 ,3127.00 ,240
043,Brimfield,2011,299199300.00 ,1265.00 ,236521.00 ,3278.00 ,237
043,Brimfield,2012,295308800.00 ,1271.00 ,232344.00 ,3364.00 ,238
043,Brimfield,2013,299739700.00 ,1271.00 ,235830.00 ,3500.00 ,233
043,Brimfield,2014,283399100.00 ,1271.00 ,222973.00 ,3661.00 ,226
043,Brimfield,2015,286419000.00 ,1280.00 ,223765.00 ,3757.00 ,231
043,Brimfield,2016,286107900.00 ,1274.00 ,224574.00 ,3876.00 ,234
043,Brimfield,2017,298840400.00 ,1276.00 ,234201.00 ,3899.00 ,
044,Brockton,2009,3914215860.00 ,16346.00 ,239460.00 ,2658.00 ,283
044,Brockton,2010,3227657190.00 ,16381.00 ,197037.00 ,2713.00 ,288
044,Brockton,2011,3167307840.00 ,16395.00 ,193187.00 ,2954.00 ,265
044,Brockton,2012,3162036470.00 ,16420.00 ,192572.00 ,3108.00 ,257
044,Brockton,2013,3031688480.00 ,16444.00 ,184364.00 ,3112.00 ,266
044,Brockton,2014,2961024570.00 ,16449.00 ,180012.00 ,3264.00 ,264
044,Brockton,2015,3023469320.00 ,16488.00 ,183374.00 ,3328.00 ,265
044,Brockton,2016,3387641490.00 ,16532.00 ,204914.00 ,3557.00 ,254
044,Brockton,2017,3729438886.00 ,16586.00 ,224855.00 ,3620.00 ,
045,Brookfield,2009,227257700.00 ,907.00 ,250560.00 ,3287.00 ,200
045,Brookfield,2010,214895400.00 ,907.00 ,236930.00 ,3383.00 ,200
045,Brookfield,2011,215078760.00 ,906.00 ,237394.00 ,3445.00 ,214
045,Brookfield,2012,194560696.00 ,906.00 ,214747.00 ,3533.00 ,220
045,Brookfield,2013,185448132.00 ,907.00 ,204463.00 ,3562.00 ,227
045,Brookfield,2014,180022948.00 ,906.00 ,198701.00 ,3716.00 ,220
045,Brookfield,2015,180804100.00 ,907.00 ,199343.00 ,3817.00 ,223
045,Brookfield,2016,182066200.00 ,910.00 ,200073.00 ,3901.00 ,228
045,Brookfield,2017,186322200.00 ,914.00 ,203854.00 ,4000.00 ,
046,Brookline,2009,,,,,
046,Brookline,2010,,,,,
046,Brookline,2011,,,,,
046,Brookline,2012,,,,,
046,Brookline,2013,,,,,
046,Brookline,2014,,,,,
046,Brookline,2015,,,,,
046,Brookline,2016,,,,,
046,Brookline,2017,,,,,
047,Buckland,2009,127287900.00 ,593.00 ,214651.00 ,2975.00 ,247
047,Buckland,2010,129851200.00 ,594.00 ,218605.00 ,3012.00 ,252
047,Buckland,2011,129310100.00 ,593.00 ,218061.00 ,3077.00 ,254
047,Buckland,2012,126136200.00 ,596.00 ,211638.00 ,3090.00 ,260
047,Buckland,2013,126171500.00 ,596.00 ,211697.00 ,3150.00 ,258
047,Buckland,2014,123474100.00 ,594.00 ,207869.00 ,3272.00 ,261
047,Buckland,2015,123115900.00 ,591.00 ,208318.00 ,3500.00 ,246
047,Buckland,2016,124159200.00 ,596.00 ,208321.00 ,3521.00 ,257
047,Buckland,2017,123140600.00 ,593.00 ,207657.00 ,3748.00 ,
048,Burlington,2009,2651112100.00 ,6535.00 ,405679.00 ,4016.00 ,128
048,Burlington,2010,2505788300.00 ,6538.00 ,383265.00 ,4178.00 ,130
048,Burlington,2011,2448085400.00 ,6539.00 ,374382.00 ,4305.00 ,130
048,Burlington,2012,2496400100.00 ,6548.00 ,381246.00 ,4403.00 ,135
048,Burlington,2013,2507103600.00 ,6550.00 ,382764.00 ,4536.00 ,136
048,Burlington,2014,2542667700.00 ,6559.00 ,387661.00 ,4652.00 ,137
048,Burlington,2015,2757648300.00 ,6564.00 ,420117.00 ,4768.00 ,145
048,Burlington,2016,2779321600.00 ,6572.00 ,422903.00 ,4846.00 ,149
048,Burlington,2017,2934144100.00 ,6577.00 ,446122.00 ,4934.00 ,
049,Cambridge,2009,,,,,
049,Cambridge,2010,,,,,
049,Cambridge,2011,,,,,
049,Cambridge,2012,,,,,
049,Cambridge,2013,,,,,
049,Cambridge,2014,,,,,
049,Cambridge,2015,,,,,
049,Cambridge,2016,,,,,
049,Cambridge,2017,,,,,
050,Canton,2009,2583381000.00 ,5268.00 ,490391.00 ,4894.00 ,77
050,Canton,2010,2447122930.00 ,5292.00 ,462419.00 ,5008.00 ,78
050,Canton,2011,2455543230.00 ,5307.00 ,462699.00 ,5344.00 ,75
050,Canton,2012,2466667200.00 ,5316.00 ,464008.00 ,5526.00 ,76
050,Canton,2013,2481481200.00 ,5328.00 ,465743.00 ,5729.00 ,73
050,Canton,2014,2409017600.00 ,5341.00 ,451042.00 ,5805.00 ,80
050,Canton,2015,2534306000.00 ,5356.00 ,473171.00 ,6066.00 ,75
050,Canton,2016,2636304100.00 ,5365.00 ,491389.00 ,6285.00 ,75
050,Canton,2017,2719941100.00 ,5396.00 ,504066.00 ,6447.00 ,
051,Carlisle,2009,1270886660.00 ,1635.00 ,777301.00 ,10913.00 ,5
051,Carlisle,2010,1263313400.00 ,1638.00 ,771254.00 ,11276.00 ,5
051,Carlisle,2011,1185895800.00 ,1642.00 ,722226.00 ,11650.00 ,5
051,Carlisle,2012,1144166200.00 ,1648.00 ,694276.00 ,11900.00 ,5
051,Carlisle,2013,1121596300.00 ,1658.00 ,676475.00 ,11960.00 ,6
051,Carlisle,2014,1136596300.00 ,1664.00 ,683051.00 ,12732.00 ,5
051,Carlisle,2015,1162066200.00 ,1682.00 ,690884.00 ,13127.00 ,6
051,Carlisle,2016,1335892200.00 ,1691.00 ,790001.00 ,13588.00 ,6
051,Carlisle,2017,1355905000.00 ,1699.00 ,798061.00 ,14062.00 ,
052,Carver,2009,916936200.00 ,3037.00 ,301922.00 ,3729.00 ,157
052,Carver,2010,860259400.00 ,3043.00 ,282701.00 ,3814.00 ,160
052,Carver,2011,812633200.00 ,3047.00 ,266699.00 ,3942.00 ,159
052,Carver,2012,800842600.00 ,3059.00 ,261799.00 ,4050.00 ,161
052,Carver,2013,779024900.00 ,3063.00 ,254334.00 ,4156.00 ,166
052,Carver,2014,782103200.00 ,3069.00 ,254840.00 ,4335.00 ,163
052,Carver,2015,797923700.00 ,3080.00 ,259066.00 ,4407.00 ,171
052,Carver,2016,826949900.00 ,3093.00 ,267362.00 ,4553.00 ,169
052,Carver,2017,875001000.00 ,3104.00 ,281895.00 ,4987.00 ,
053,Charlemont,2009,80517900.00 ,404.00 ,199302.00 ,3121.00 ,231
053,Charlemont,2010,80589300.00 ,403.00 ,199973.00 ,3158.00 ,235
053,Charlemont,2011,79650300.00 ,406.00 ,196183.00 ,3139.00 ,247
053,Charlemont,2012,79866200.00 ,406.00 ,196715.00 ,3169.00 ,250
053,Charlemont,2013,76608000.00 ,404.00 ,189624.00 ,3241.00 ,251
053,Charlemont,2014,74506000.00 ,406.00 ,183512.00 ,3156.00 ,276
053,Charlemont,2015,74832500.00 ,406.00 ,184317.00 ,3296.00 ,273
053,Charlemont,2016,75057300.00 ,407.00 ,184416.00 ,3615.00 ,249
053,Charlemont,2017,79691800.00 ,403.00 ,197746.00 ,3994.00 ,
054,Charlton,2009,1162419400.00 ,3907.00 ,297522.00 ,2693.00 ,277
054,Charlton,2010,1087429500.00 ,3937.00 ,276208.00 ,2828.00 ,273
054,Charlton,2011,1004619100.00 ,3961.00 ,253628.00 ,2934.00 ,268
054,Charlton,2012,1006865800.00 ,3969.00 ,253682.00 ,3044.00 ,264
054,Charlton,2013,1015807600.00 ,3979.00 ,255292.00 ,3140.00 ,260
054,Charlton,2014,1020995200.00 ,3979.00 ,256596.00 ,3249.00 ,265
054,Charlton,2015,1015987400.00 ,4011.00 ,253300.00 ,3399.00 ,257
054,Charlton,2016,1025423200.00 ,4031.00 ,254384.00 ,3505.00 ,259
054,Charlton,2017,1037680500.00 ,4054.00 ,255965.00 ,3609.00 ,
055,Chatham,2009,4971314300.00 ,5684.00 ,874615.00 ,3271.00 ,202
055,Chatham,2010,4907808400.00 ,5694.00 ,861926.00 ,3293.00 ,221
055,Chatham,2011,4528892700.00 ,5709.00 ,793290.00 ,3395.00 ,222
055,Chatham,2012,4534960100.00 ,5707.00 ,794631.00 ,3536.00 ,219
055,Chatham,2013,4479931900.00 ,5750.00 ,779119.00 ,3919.00 ,184
055,Chatham,2014,4510610500.00 ,5772.00 ,781464.00 ,3970.00 ,190
055,Chatham,2015,4674609700.00 ,5797.00 ,806384.00 ,4024.00 ,202
055,Chatham,2016,4891891700.00 ,5814.00 ,841399.00 ,4224.00 ,197
055,Chatham,2017,5089085900.00 ,5832.00 ,872614.00 ,4389.00 ,
056,Chelmsford,2009,3239997800.00 ,8993.00 ,360280.00 ,5069.00 ,73
056,Chelmsford,2010,3128237375.00 ,8998.00 ,347659.00 ,5267.00 ,67
056,Chelmsford,2011,2924078075.00 ,9009.00 ,324573.00 ,5427.00 ,70
056,Chelmsford,2012,2914600475.00 ,9017.00 ,323234.00 ,5653.00 ,70
056,Chelmsford,2013,2916193075.00 ,9027.00 ,323052.00 ,5799.00 ,70
056,Chelmsford,2014,2909158180.00 ,9024.00 ,322380.00 ,6119.00 ,67
056,Chelmsford,2015,3057419873.00 ,9034.00 ,338435.00 ,6329.00 ,69
056,Chelmsford,2016,3276960173.00 ,9034.00 ,362736.00 ,6540.00 ,71
056,Chelmsford,2017,3485096573.00 ,9035.00 ,385733.00 ,6912.00 ,
057,Chelsea,2009,,,,,
057,Chelsea,2010,,,,,
057,Chelsea,2011,,,,,
057,Chelsea,2012,,,,,
057,Chelsea,2013,,,,,
057,Chelsea,2014,,,,,
057,Chelsea,2015,,,,,
057,Chelsea,2016,,,,,
057,Chelsea,2017,,,,,
058,Cheshire,2009,221029800.00 ,1089.00 ,202966.00 ,1831.00 ,327
058,Cheshire,2010,229840300.00 ,1096.00 ,209708.00 ,1957.00 ,327
058,Cheshire,2011,230215600.00 ,1099.00 ,209477.00 ,1980.00 ,328
058,Cheshire,2012,231413000.00 ,1101.00 ,210184.00 ,2018.00 ,329
058,Cheshire,2013,221661500.00 ,1104.00 ,200780.00 ,2132.00 ,329
058,Cheshire,2014,222373200.00 ,1107.00 ,200879.00 ,2242.00 ,328
058,Cheshire,2015,224001200.00 ,1111.00 ,201621.00 ,2407.00 ,326
058,Cheshire,2016,228441500.00 ,1113.00 ,205248.00 ,2516.00 ,324
058,Cheshire,2017,230077300.00 ,1119.00 ,205610.00 ,2548.00 ,
059,Chester,2009,85679000.00 ,489.00 ,175213.00 ,2861.00 ,257
059,Chester,2010,86195700.00 ,489.00 ,176269.00 ,2951.00 ,258
059,Chester,2011,79666300.00 ,493.00 ,161595.00 ,3012.00 ,261
059,Chester,2012,80240800.00 ,493.00 ,162760.00 ,3086.00 ,261
059,Chester,2013,78407300.00 ,494.00 ,158719.00 ,3219.00 ,254
059,Chester,2014,78837300.00 ,493.00 ,159913.00 ,3339.00 ,252
059,Chester,2015,79348300.00 ,496.00 ,159976.00 ,3088.00 ,294
059,Chester,2016,77404600.00 ,491.00 ,157647.00 ,3178.00 ,298
059,Chester,2017,77517600.00 ,489.00 ,158523.00 ,3221.00 ,
060,Chesterfield,2009,124761980.00 ,533.00 ,234075.00 ,3251.00 ,208
060,Chesterfield,2010,120424890.00 ,539.00 ,223423.00 ,3409.00 ,199
060,Chesterfield,2011,110124400.00 ,516.00 ,213419.00 ,3447.00 ,212
060,Chesterfield,2012,110237300.00 ,514.00 ,214469.00 ,3425.00 ,232
060,Chesterfield,2013,107247900.00 ,516.00 ,207845.00 ,3739.00 ,198
060,Chesterfield,2014,109382200.00 ,517.00 ,211571.00 ,3901.00 ,198
060,Chesterfield,2015,109857500.00 ,516.00 ,212902.00 ,4064.00 ,199
060,Chesterfield,2016,115165000.00 ,517.00 ,222756.00 ,4179.00 ,201
060,Chesterfield,2017,116384100.00 ,520.00 ,223816.00 ,4270.00 ,
061,Chicopee,2009,2087984100.00 ,10947.00 ,190736.00 ,2518.00 ,298
061,Chicopee,2010,2001944000.00 ,10957.00 ,182709.00 ,2490.00 ,309
061,Chicopee,2011,1969964600.00 ,10975.00 ,179496.00 ,2631.00 ,304
061,Chicopee,2012,1974119900.00 ,10987.00 ,179678.00 ,2683.00 ,307
061,Chicopee,2013,1884552200.00 ,11004.00 ,171261.00 ,2696.00 ,309
061,Chicopee,2014,1864961300.00 ,11022.00 ,169204.00 ,2794.00 ,309
061,Chicopee,2015,1873635600.00 ,11047.00 ,169606.00 ,2975.00 ,306
061,Chicopee,2016,1902731190.00 ,11072.00 ,171851.00 ,2906.00 ,311
061,Chicopee,2017,1905332912.00 ,11075.00 ,172039.00 ,2978.00 ,
062,Chilmark,2009,1965017422.00 ,1056.00 ,1860812.00 ,3684.00 ,162
062,Chilmark,2010,1946877222.00 ,1057.00 ,1841890.00 ,3739.00 ,168
062,Chilmark,2011,1963460622.00 ,1062.00 ,1848833.00 ,3938.00 ,161
062,Chilmark,2012,2026155196.00 ,1062.00 ,1907867.00 ,3968.00 ,171
062,Chilmark,2013,1989522796.00 ,1061.00 ,1875139.00 ,4294.00 ,153
062,Chilmark,2014,2000365964.00 ,1060.00 ,1887138.00 ,4680.00 ,134
062,Chilmark,2015,2007787000.00 ,1063.00 ,1888793.00 ,4968.00 ,127
062,Chilmark,2016,2019507700.00 ,1069.00 ,1889156.00 ,5120.00 ,131
062,Chilmark,2017,2051723400.00 ,1076.00 ,1906806.00 ,5110.00 ,
063,Clarksburg,2009,100535700.00 ,600.00 ,167560.00 ,1681.00 ,331
063,Clarksburg,2010,102511000.00 ,603.00 ,170002.00 ,1717.00 ,331
063,Clarksburg,2011,102699200.00 ,602.00 ,170597.00 ,1895.00 ,332
063,Clarksburg,2012,103197800.00 ,602.00 ,171425.00 ,1977.00 ,332
063,Clarksburg,2013,99460500.00 ,605.00 ,164398.00 ,2144.00 ,328
063,Clarksburg,2014,99781100.00 ,607.00 ,164384.00 ,2196.00 ,329
063,Clarksburg,2015,101943200.00 ,607.00 ,167946.00 ,2366.00 ,328
063,Clarksburg,2016,94933000.00 ,612.00 ,155119.00 ,2376.00 ,328
063,Clarksburg,2017,96458100.00 ,614.00 ,157098.00 ,2490.00 ,
064,Clinton,2009,571679570.00 ,2286.00 ,250079.00 ,3028.00 ,243
064,Clinton,2010,534006970.00 ,2301.00 ,232076.00 ,3098.00 ,245
064,Clinton,2011,510413470.00 ,2322.00 ,219816.00 ,3106.00 ,251
064,Clinton,2012,501169470.00 ,2339.00 ,214267.00 ,3274.00 ,243
064,Clinton,2013,507321070.00 ,2354.00 ,215514.00 ,3360.00 ,244
064,Clinton,2014,512545970.00 ,2365.00 ,216721.00 ,3500.00 ,241
064,Clinton,2015,520527770.00 ,2388.00 ,217976.00 ,3631.00 ,239
064,Clinton,2016,546042370.00 ,2391.00 ,228374.00 ,3944.00 ,222
064,Clinton,2017,545111770.00 ,2398.00 ,227319.00 ,4017.00 ,
065,Cohasset,2009,1954182300.00 ,2254.00 ,866984.00 ,9346.00 ,10
065,Cohasset,2010,1941667900.00 ,2263.00 ,858006.00 ,9627.00 ,10
065,Cohasset,2011,1944543600.00 ,2277.00 ,853994.00 ,9898.00 ,11
065,Cohasset,2012,1951313000.00 ,2292.00 ,851358.00 ,10199.00 ,11
065,Cohasset,2013,1971849700.00 ,2298.00 ,858072.00 ,10468.00 ,12
065,Cohasset,2014,1988794300.00 ,2312.00 ,860205.00 ,10787.00 ,11
065,Cohasset,2015,2028626900.00 ,2320.00 ,874408.00 ,11114.00 ,12
065,Cohasset,2016,2078197400.00 ,2331.00 ,891548.00 ,11483.00 ,13
065,Cohasset,2017,2141554400.00 ,2350.00 ,911300.00 ,11902.00 ,
066,Colrain,2009,103010900.00 ,570.00 ,180721.00 ,2687.00 ,279
066,Colrain,2010,104914200.00 ,563.00 ,186348.00 ,2786.00 ,278
066,Colrain,2011,105423600.00 ,563.00 ,187253.00 ,2790.00 ,290
066,Colrain,2012,101221300.00 ,565.00 ,179153.00 ,2888.00 ,290
066,Colrain,2013,100791100.00 ,566.00 ,178076.00 ,2910.00 ,299
066,Colrain,2014,98274800.00 ,568.00 ,173019.00 ,3075.00 ,290
066,Colrain,2015,101210300.00 ,579.00 ,174802.00 ,3162.00 ,290
066,Colrain,2016,102649400.00 ,587.00 ,174871.00 ,3267.00 ,288
066,Colrain,2017,103552800.00 ,589.00 ,175811.00 ,3463.00 ,
067,Concord,2009,4159180200.00 ,4622.00 ,899866.00 ,10708.00 ,6
067,Concord,2010,3817461800.00 ,4568.00 ,835697.00 ,10939.00 ,7
067,Concord,2011,3836829200.00 ,4570.00 ,839569.00 ,11074.00 ,8
067,Concord,2012,3889030000.00 ,4567.00 ,851550.00 ,11564.00 ,7
067,Concord,2013,3831655800.00 ,4568.00 ,838804.00 ,11802.00 ,7
067,Concord,2014,3891705988.00 ,4591.00 ,847682.00 ,12249.00 ,7
067,Concord,2015,4136771400.00 ,4586.00 ,902043.00 ,12890.00 ,7
067,Concord,2016,4434742801.00 ,4576.00 ,969131.00 ,13490.00 ,7
067,Concord,2017,4531943000.00 ,4589.00 ,987567.00 ,13895.00 ,
068,Conway,2009,176733900.00 ,588.00 ,300568.00 ,3787.00 ,152
068,Conway,2010,178155700.00 ,592.00 ,300939.00 ,3948.00 ,148
068,Conway,2011,178812200.00 ,595.00 ,300525.00 ,3901.00 ,165
068,Conway,2012,176199400.00 ,597.00 ,295141.00 ,4194.00 ,152
068,Conway,2013,172891100.00 ,597.00 ,289600.00 ,3968.00 ,179
068,Conway,2014,167695500.00 ,596.00 ,281368.00 ,4412.00 ,156
068,Conway,2015,169872500.00 ,599.00 ,283593.00 ,4586.00 ,156
068,Conway,2016,172308500.00 ,609.00 ,282937.00 ,4719.00 ,161
068,Conway,2017,177448500.00 ,610.00 ,290899.00 ,5163.00 ,
069,Cummington,2009,76597000.00 ,339.00 ,225950.00 ,2494.00 ,302
069,Cummington,2010,75188100.00 ,337.00 ,223110.00 ,2659.00 ,296
069,Cummington,2011,75866800.00 ,340.00 ,223138.00 ,2778.00 ,292
069,Cummington,2012,82831400.00 ,337.00 ,245791.00 ,2726.00 ,300
069,Cummington,2013,76779600.00 ,335.00 ,229193.00 ,2828.00 ,302
069,Cummington,2014,76341300.00 ,333.00 ,229253.00 ,3001.00 ,299
069,Cummington,2015,77299900.00 ,335.00 ,230746.00 ,2993.00 ,303
069,Cummington,2016,77709500.00 ,334.00 ,232663.00 ,3148.00 ,303
069,Cummington,2017,77826600.00 ,334.00 ,233014.00 ,3258.00 ,
070,Dalton,2009,414970300.00 ,1943.00 ,213572.00 ,3204.00 ,216
070,Dalton,2010,414963100.00 ,1948.00 ,213020.00 ,3366.00 ,206
070,Dalton,2011,394414000.00 ,1953.00 ,201953.00 ,3510.00 ,200
070,Dalton,2012,402557100.00 ,1953.00 ,206122.00 ,3589.00 ,207
070,Dalton,2013,394851200.00 ,1959.00 ,201558.00 ,3652.00 ,215
070,Dalton,2014,395400600.00 ,1959.00 ,201838.00 ,3736.00 ,216
070,Dalton,2015,395192700.00 ,1962.00 ,201423.00 ,3922.00 ,215
070,Dalton,2016,403097300.00 ,1965.00 ,205139.00 ,4027.00 ,217
070,Dalton,2017,403003600.00 ,1968.00 ,204778.00 ,4069.00 ,
071,Danvers,2009,2382275700.00 ,6082.00 ,391693.00 ,4391.00 ,105
071,Danvers,2010,2275942500.00 ,6077.00 ,374517.00 ,4577.00 ,103
071,Danvers,2011,2129364100.00 ,6086.00 ,349879.00 ,4688.00 ,103
071,Danvers,2012,2135692100.00 ,6092.00 ,350573.00 ,4883.00 ,102
071,Danvers,2013,2130976500.00 ,6093.00 ,349742.00 ,5085.00 ,101
071,Danvers,2014,2142659300.00 ,6101.00 ,351198.00 ,5215.00 ,102
071,Danvers,2015,2191779500.00 ,6108.00 ,358838.00 ,5350.00 ,107
071,Danvers,2016,2397487400.00 ,6110.00 ,392387.00 ,5572.00 ,105
071,Danvers,2017,2490395100.00 ,6113.00 ,407393.00 ,5781.00 ,
072,Dartmouth,2009,3878382200.00 ,9651.00 ,401863.00 ,2901.00 ,254
072,Dartmouth,2010,3657300000.00 ,9679.00 ,377859.00 ,2966.00 ,256
072,Dartmouth,2011,3495939300.00 ,9703.00 ,360295.00 ,3041.00 ,259
072,Dartmouth,2012,3447697600.00 ,9722.00 ,354628.00 ,3146.00 ,253
072,Dartmouth,2013,3374133600.00 ,9740.00 ,346420.00 ,3239.00 ,252
072,Dartmouth,2014,3305587500.00 ,9759.00 ,338722.00 ,3340.00 ,251
072,Dartmouth,2015,3464784300.00 ,9798.00 ,353622.00 ,3469.00 ,250
072,Dartmouth,2016,3581003700.00 ,9849.00 ,363591.00 ,3578.00 ,252
072,Dartmouth,2017,3772240800.00 ,9887.00 ,381535.00 ,3701.00 ,
073,Dedham,2009,2699365100.00 ,6547.00 ,412306.00 ,5203.00 ,64
073,Dedham,2010,2523045200.00 ,6550.00 ,385198.00 ,5227.00 ,70
073,Dedham,2011,2503778300.00 ,6562.00 ,381557.00 ,5483.00 ,66
073,Dedham,2012,2456186900.00 ,6568.00 ,373963.00 ,5770.00 ,65
073,Dedham,2013,2471790700.00 ,6574.00 ,375995.00 ,5937.00 ,66
073,Dedham,2014,2543229800.00 ,6578.00 ,386627.00 ,6217.00 ,64
073,Dedham,2015,2646586000.00 ,6588.00 ,401728.00 ,6375.00 ,67
073,Dedham,2016,2770482900.00 ,6593.00 ,420216.00 ,6509.00 ,73
073,Dedham,2017,2961229000.00 ,6601.00 ,448603.00 ,6621.00 ,
074,Deerfield,2009,398911900.00 ,1400.00 ,284937.00 ,3268.00 ,203
074,Deerfield,2010,398247200.00 ,1403.00 ,283854.00 ,3367.00 ,205
074,Deerfield,2011,391694800.00 ,1406.00 ,278588.00 ,3432.00 ,217
074,Deerfield,2012,382046000.00 ,1411.00 ,270763.00 ,3471.00 ,229
074,Deerfield,2013,374278300.00 ,1412.00 ,265070.00 ,3563.00 ,226
074,Deerfield,2014,382112500.00 ,1413.00 ,270426.00 ,3708.00 ,223
074,Deerfield,2015,384026900.00 ,1418.00 ,270823.00 ,4046.00 ,200
074,Deerfield,2016,383829800.00 ,1415.00 ,271258.00 ,4137.00 ,204
074,Deerfield,2017,393663300.00 ,1418.00 ,277619.00 ,4275.00 ,
075,Dennis,2009,5071054130.00 ,11501.00 ,440923.00 ,2235.00 ,316
075,Dennis,2010,4877413360.00 ,11516.00 ,423534.00 ,2232.00 ,317
075,Dennis,2011,4694292770.00 ,11525.00 ,407314.00 ,2277.00 ,321
075,Dennis,2012,4528292560.00 ,11534.00 ,392604.00 ,2309.00 ,324
075,Dennis,2013,4523233250.00 ,11536.00 ,392097.00 ,2388.00 ,323
075,Dennis,2014,4549864940.00 ,11543.00 ,394167.00 ,2503.00 ,318
075,Dennis,2015,4704071710.00 ,11572.00 ,406505.00 ,2602.00 ,318
075,Dennis,2016,4741639050.00 ,11576.00 ,409609.00 ,2675.00 ,318
075,Dennis,2017,5004285450.00 ,11605.00 ,431218.00 ,2652.00 ,
076,Dighton,2009,673425700.00 ,2037.00 ,330597.00 ,3488.00 ,176
076,Dighton,2010,646294500.00 ,2071.00 ,312069.00 ,3589.00 ,177
076,Dighton,2011,628003600.00 ,2098.00 ,299334.00 ,3625.00 ,189
076,Dighton,2012,589417200.00 ,2114.00 ,278816.00 ,3811.00 ,180
076,Dighton,2013,594473600.00 ,2131.00 ,278965.00 ,3906.00 ,186
076,Dighton,2014,575702000.00 ,2150.00 ,267768.00 ,4078.00 ,181
076,Dighton,2015,603699400.00 ,2180.00 ,276926.00 ,4099.00 ,195
076,Dighton,2016,615941800.00 ,2219.00 ,277576.00 ,4227.00 ,196
076,Dighton,2017,650971100.00 ,2273.00 ,286393.00 ,4279.00 ,
077,Douglas,2009,764949200.00 ,2551.00 ,299862.00 ,3245.00 ,211
077,Douglas,2010,727252000.00 ,2566.00 ,283419.00 ,3336.00 ,212
077,Douglas,2011,665391300.00 ,2569.00 ,259008.00 ,3447.00 ,211
077,Douglas,2012,668642400.00 ,2588.00 ,258363.00 ,3664.00 ,195
077,Douglas,2013,674088500.00 ,2598.00 ,259464.00 ,4138.00 ,167
077,Douglas,2014,679303200.00 ,2613.00 ,259971.00 ,4219.00 ,170
077,Douglas,2015,696965200.00 ,2632.00 ,264804.00 ,4359.00 ,175
077,Douglas,2016,703826300.00 ,2650.00 ,265595.00 ,4467.00 ,174
077,Douglas,2017,732143700.00 ,2659.00 ,275346.00 ,4604.00 ,
078,Dover,2009,1985683200.00 ,1749.00 ,1135325.00 ,11194.00 ,4
