DOR Code,Municipality,Year,Single Family Values,Single Family Parcels,Average Single Family Value ,Single Family Tax Bill*,Rank**
305,Wakefield,2016,2746859000.00 ,6237.00 ,440414.00 ,5941.00 ,87
305,Wakefield,2017,2945115600.00 ,6242.00 ,471822.00 ,6148.00 ,
306,Wales,2009,137874900.00 ,701.00 ,196683.00 ,2657.00 ,284
306,Wales,2010,133811600.00 ,704.00 ,190073.00 ,2756.00 ,284
306,Wales,2011,133586000.00 ,710.00 ,188149.00 ,2755.00 ,298
306,Wales,2012,128804800.00 ,713.00 ,180652.00 ,2881.00 ,291
306,Wales,2013,123317400.00 ,714.00 ,172713.00 ,2948.00 ,293
306,Wales,2014,121453300.00 ,717.00 ,169391.00 ,2949.00 ,302
306,Wales,2015,121688400.00 ,717.00 ,169719.00 ,2989.00 ,304
306,Wales,2016,121927800.00 ,718.00 ,169816.00 ,3150.00 ,302
306,Wales,2017,125168200.00 ,716.00 ,174816.00 ,3044.00 ,
307,Walpole,2009,2754737500.00 ,6231.00 ,442102.00 ,5159.00 ,66
307,Walpole,2010,2621420800.00 ,6272.00 ,417956.00 ,5283.00 ,64
307,Walpole,2011,2555112500.00 ,6312.00 ,404802.00 ,5538.00 ,63
307,Walpole,2012,2579241700.00 ,6354.00 ,405924.00 ,5740.00 ,67
307,Walpole,2013,2584040700.00 ,6387.00 ,404578.00 ,6231.00 ,56
307,Walpole,2014,2611726100.00 ,6426.00 ,406431.00 ,6405.00 ,58
307,Walpole,2015,2761330000.00 ,6477.00 ,426329.00 ,6693.00 ,57
307,Walpole,2016,2909546700.00 ,6512.00 ,446798.00 ,6952.00 ,59
307,Walpole,2017,3056923600.00 ,6538.00 ,467562.00 ,7168.00 ,
308,Waltham,2009,,,,,
308,Waltham,2010,,,,,
308,Waltham,2011,,,,,
308,Waltham,2012,,,,,
308,Waltham,2013,,,,,
308,Waltham,2014,,,,,
308,Waltham,2015,,,,,
308,Waltham,2016,,,,,
308,Waltham,2017,,,,,
309,Ware,2009,504990200.00 ,2514.00 ,200871.00 ,2744.00 ,270
309,Ware,2010,490012100.00 ,2523.00 ,194218.00 ,2806.00 ,275
309,Ware,2011,492916300.00 ,2530.00 ,194829.00 ,2897.00 ,275
309,Ware,2012,479205500.00 ,2536.00 ,188961.00 ,3003.00 ,271
309,Ware,2013,464025600.00 ,2538.00 ,182831.00 ,3097.00 ,269
309,Ware,2014,459908500.00 ,2550.00 ,180356.00 ,3302.00 ,255
309,Ware,2015,440626900.00 ,2557.00 ,172322.00 ,3386.00 ,259
309,Ware,2016,441121200.00 ,2556.00 ,172583.00 ,3488.00 ,262
309,Ware,2017,441732400.00 ,2557.00 ,172754.00 ,3588.00 ,
310,Wareham,2009,2765424700.00 ,9224.00 ,299808.00 ,2231.00 ,317
310,Wareham,2010,2605966660.00 ,9231.00 ,282306.00 ,2290.00 ,314
310,Wareham,2011,2415776000.00 ,9248.00 ,261221.00 ,2333.00 ,317
310,Wareham,2012,2354917720.00 ,9257.00 ,254393.00 ,2384.00 ,320
310,Wareham,2013,2134740500.00 ,9276.00 ,230136.00 ,2410.00 ,320
310,Wareham,2014,2137537200.00 ,9283.00 ,230264.00 ,2480.00 ,319
310,Wareham,2015,2173742051.00 ,9296.00 ,233836.00 ,2582.00 ,320
310,Wareham,2016,2196668451.00 ,9333.00 ,235366.00 ,2674.00 ,319
310,Wareham,2017,2327962351.00 ,9357.00 ,248794.00 ,2799.00 ,
311,Warren,2009,264239800.00 ,1248.00 ,211731.00 ,2907.00 ,253
311,Warren,2010,242929200.00 ,1255.00 ,193569.00 ,3006.00 ,253
311,Warren,2011,230457300.00 ,1258.00 ,183193.00 ,2807.00 ,286
311,Warren,2012,230752000.00 ,1262.00 ,182846.00 ,2968.00 ,277
311,Warren,2013,209625700.00 ,1261.00 ,166238.00 ,2982.00 ,285
311,Warren,2014,201200800.00 ,1263.00 ,159304.00 ,3043.00 ,296
311,Warren,2015,199387600.00 ,1270.00 ,156998.00 ,2944.00 ,307
311,Warren,2016,208117100.00 ,1273.00 ,163486.00 ,3244.00 ,293
311,Warren,2017,218666200.00 ,1274.00 ,171638.00 ,3186.00 ,
312,Warwick,2009,64830500.00 ,340.00 ,190678.00 ,2870.00 ,256
312,Warwick,2010,61416500.00 ,338.00 ,181706.00 ,2936.00 ,261
312,Warwick,2011,60772800.00 ,336.00 ,180871.00 ,3021.00 ,260
312,Warwick,2012,61085200.00 ,336.00 ,181801.00 ,2987.00 ,275
312,Warwick,2013,58034600.00 ,336.00 ,172722.00 ,3011.00 ,278
312,Warwick,2014,57643200.00 ,335.00 ,172069.00 ,3154.00 ,277
312,Warwick,2015,57469500.00 ,334.00 ,172064.00 ,3428.00 ,253
312,Warwick,2016,55030700.00 ,334.00 ,164763.00 ,3373.00 ,276
312,Warwick,2017,55762900.00 ,334.00 ,166955.00 ,3357.00 ,
313,Washington,2009,47668900.00 ,248.00 ,192213.00 ,2472.00 ,305
313,Washington,2010,50887300.00 ,243.00 ,209413.00 ,2601.00 ,303
313,Washington,2011,50806400.00 ,245.00 ,207373.00 ,2642.00 ,302
313,Washington,2012,46719800.00 ,234.00 ,199657.00 ,2618.00 ,311
313,Washington,2013,47958100.00 ,237.00 ,202355.00 ,2612.00 ,310
313,Washington,2014,53176900.00 ,242.00 ,219739.00 ,2951.00 ,301
313,Washington,2015,54259700.00 ,243.00 ,223291.00 ,2994.00 ,302
313,Washington,2016,55306300.00 ,241.00 ,229487.00 ,3151.00 ,301
313,Washington,2017,56102800.00 ,241.00 ,232792.00 ,3268.00 ,
314,Watertown,2009,,,,,
314,Watertown,2010,,,,,
314,Watertown,2011,,,,,
314,Watertown,2012,,,,,
314,Watertown,2013,,,,,
314,Watertown,2014,,,,,
314,Watertown,2015,,,,,
314,Watertown,2016,,,,,
314,Watertown,2017,,,,,
315,Wayland,2009,2607060700.00 ,4025.00 ,647717.00 ,10603.00 ,7
315,Wayland,2010,2489122700.00 ,4030.00 ,617648.00 ,10982.00 ,6
315,Wayland,2011,2390269800.00 ,4032.00 ,592825.00 ,11471.00 ,6
315,Wayland,2012,2394144300.00 ,4037.00 ,593050.00 ,11274.00 ,8
315,Wayland,2013,2377661000.00 ,4040.00 ,588530.00 ,10529.00 ,10
315,Wayland,2014,2426447600.00 ,4053.00 ,598679.00 ,10974.00 ,10
315,Wayland,2015,2661465500.00 ,4062.00 ,655211.00 ,12049.00 ,9
315,Wayland,2016,2751906500.00 ,4068.00 ,676477.00 ,11730.00 ,11
315,Wayland,2017,2813212200.00 ,4073.00 ,690698.00 ,12529.00 ,
316,Webster,2009,1012442800.00 ,3736.00 ,270996.00 ,2385.00 ,311
316,Webster,2010,931602890.00 ,3747.00 ,248626.00 ,2429.00 ,310
316,Webster,2011,870655800.00 ,3761.00 ,231496.00 ,2583.00 ,310
316,Webster,2012,855346100.00 ,3774.00 ,226642.00 ,2670.00 ,308
316,Webster,2013,826087200.00 ,3783.00 ,218368.00 ,2723.00 ,307
316,Webster,2014,825879000.00 ,3792.00 ,217795.00 ,2894.00 ,304
316,Webster,2015,840080900.00 ,3808.00 ,220609.00 ,3239.00 ,278
316,Webster,2016,858372400.00 ,3819.00 ,224764.00 ,3403.00 ,273
316,Webster,2017,915379000.00 ,3833.00 ,238815.00 ,3613.00 ,
317,Wellesley,2009,7601189000.00 ,7266.00 ,1046131.00 ,9907.00 ,9
317,Wellesley,2010,7353206000.00 ,7283.00 ,1009640.00 ,10581.00 ,8
317,Wellesley,2011,7189824000.00 ,7285.00 ,986935.00 ,11281.00 ,7
317,Wellesley,2012,7523162000.00 ,7282.00 ,1033118.00 ,11860.00 ,6
317,Wellesley,2013,7601628000.00 ,7291.00 ,1042604.00 ,12198.00 ,5
317,Wellesley,2014,7872685000.00 ,7286.00 ,1080522.00 ,12469.00 ,6
317,Wellesley,2015,8411498000.00 ,7297.00 ,1152734.00 ,13326.00 ,5
317,Wellesley,2016,8618906000.00 ,7298.00 ,1180996.00 ,13971.00 ,5
317,Wellesley,2017,8876034000.00 ,7301.00 ,1215729.00 ,14333.00 ,
318,Wellfleet,2009,1818038580.00 ,2998.00 ,606417.00 ,3105.00 ,233
318,Wellfleet,2010,1712153280.00 ,3018.00 ,567314.00 ,3455.00 ,196
318,Wellfleet,2011,1718474380.00 ,3026.00 ,567903.00 ,3459.00 ,208
318,Wellfleet,2012,1719024990.00 ,3028.00 ,567710.00 ,3474.00 ,228
318,Wellfleet,2013,1710051560.00 ,3033.00 ,563815.00 ,3614.00 ,222
318,Wellfleet,2014,1723339260.00 ,3045.00 ,565957.00 ,3792.00 ,208
318,Wellfleet,2015,1724332760.00 ,3051.00 ,565170.00 ,3832.00 ,221
318,Wellfleet,2016,1799350000.00 ,3062.00 ,587639.00 ,4014.00 ,218
318,Wellfleet,2017,1856503130.00 ,3075.00 ,603741.00 ,4093.00 ,
319,Wendell,2009,53923500.00 ,319.00 ,169039.00 ,2676.00 ,281
319,Wendell,2010,54399800.00 ,319.00 ,170532.00 ,2860.00 ,268
319,Wendell,2011,53703600.00 ,317.00 ,169412.00 ,3048.00 ,257
319,Wendell,2012,52061700.00 ,317.00 ,164232.00 ,3111.00 ,256
319,Wendell,2013,52037800.00 ,319.00 ,163128.00 ,2889.00 ,300
319,Wendell,2014,51726000.00 ,315.00 ,164210.00 ,3150.00 ,278
319,Wendell,2015,51517000.00 ,314.00 ,164067.00 ,3111.00 ,293
319,Wendell,2016,51828400.00 ,318.00 ,162982.00 ,3159.00 ,300
319,Wendell,2017,52019500.00 ,319.00 ,163071.00 ,3149.00 ,
320,Wenham,2009,701147100.00 ,1081.00 ,648610.00 ,8892.00 ,13
320,Wenham,2010,633106300.00 ,1082.00 ,585126.00 ,9105.00 ,13
320,Wenham,2011,581319700.00 ,1084.00 ,536273.00 ,9208.00 ,14
320,Wenham,2012,577201714.00 ,1089.00 ,530029.00 ,9482.00 ,15
320,Wenham,2013,553184814.00 ,1093.00 ,506116.00 ,9353.00 ,16
320,Wenham,2014,559586614.00 ,1100.00 ,508715.00 ,9605.00 ,17
320,Wenham,2015,661604300.00 ,1100.00 ,601458.00 ,9774.00 ,18
320,Wenham,2016,658711700.00 ,1101.00 ,598285.00 ,10159.00 ,19
320,Wenham,2017,662504700.00 ,1105.00 ,599552.00 ,10990.00 ,
321,West Boylston,2009,575456000.00 ,1933.00 ,297701.00 ,4132.00 ,123
321,West Boylston,2010,534474300.00 ,1934.00 ,276357.00 ,4192.00 ,129
321,West Boylston,2011,505026700.00 ,1942.00 ,260055.00 ,4260.00 ,133
321,West Boylston,2012,503771200.00 ,1947.00 ,258742.00 ,4349.00 ,140
321,West Boylston,2013,492152500.00 ,1943.00 ,253295.00 ,4420.00 ,145
321,West Boylston,2014,489934900.00 ,1944.00 ,252024.00 ,4451.00 ,153
321,West Boylston,2015,499824300.00 ,1944.00 ,257111.00 ,4715.00 ,149
321,West Boylston,2016,517134300.00 ,1953.00 ,264790.00 ,4885.00 ,147
321,West Boylston,2017,535157834.00 ,1964.00 ,272484.00 ,5123.00 ,
322,West Bridgewater,2009,667254900.00 ,1980.00 ,336997.00 ,3919.00 ,143
322,West Bridgewater,2010,617113400.00 ,1982.00 ,311359.00 ,4048.00 ,140
322,West Bridgewater,2011,571056900.00 ,1989.00 ,287108.00 ,4192.00 ,143
322,West Bridgewater,2012,560791200.00 ,1994.00 ,281239.00 ,4320.00 ,143
322,West Bridgewater,2013,557211700.00 ,1997.00 ,279024.00 ,4490.00 ,139
322,West Bridgewater,2014,563220400.00 ,2011.00 ,280070.00 ,4618.00 ,138
322,West Bridgewater,2015,581233600.00 ,2034.00 ,285759.00 ,5089.00 ,120
322,West Bridgewater,2016,598156300.00 ,2044.00 ,292640.00 ,5268.00 ,126
322,West Bridgewater,2017,626523100.00 ,2058.00 ,304433.00 ,5398.00 ,
323,West Brookfield,2009,330280100.00 ,1265.00 ,261091.00 ,2587.00 ,292
323,West Brookfield,2010,297286900.00 ,1268.00 ,234453.00 ,2645.00 ,299
323,West Brookfield,2011,284842300.00 ,1270.00 ,224285.00 ,2454.00 ,313
323,West Brookfield,2012,285447900.00 ,1271.00 ,224585.00 ,2612.00 ,313
323,West Brookfield,2013,260554300.00 ,1275.00 ,204356.00 ,2702.00 ,308
323,West Brookfield,2014,262748000.00 ,1274.00 ,206239.00 ,2927.00 ,303
323,West Brookfield,2015,258881100.00 ,1278.00 ,202567.00 ,3034.00 ,299
323,West Brookfield,2016,264376700.00 ,1279.00 ,206706.00 ,3206.00 ,296
323,West Brookfield,2017,268761200.00 ,1288.00 ,208666.00 ,3351.00 ,
324,West Newbury,2009,677900100.00 ,1318.00 ,514340.00 ,6213.00 ,44
324,West Newbury,2010,647432700.00 ,1318.00 ,491224.00 ,6347.00 ,46
324,West Newbury,2011,627563400.00 ,1319.00 ,475787.00 ,6509.00 ,45
324,West Newbury,2012,602788900.00 ,1326.00 ,454592.00 ,6742.00 ,46
324,West Newbury,2013,607427900.00 ,1337.00 ,454322.00 ,7156.00 ,44
324,West Newbury,2014,616881300.00 ,1344.00 ,458989.00 ,7252.00 ,46
324,West Newbury,2015,644831600.00 ,1354.00 ,476242.00 ,7472.00 ,47
324,West Newbury,2016,708878300.00 ,1357.00 ,522386.00 ,7643.00 ,47
324,West Newbury,2017,721692600.00 ,1362.00 ,529877.00 ,7710.00 ,
325,West Springfield,2009,1540317600.00 ,6438.00 ,239254.00 ,3507.00 ,173
325,West Springfield,2010,1443770600.00 ,6447.00 ,223945.00 ,3583.00 ,178
325,West Springfield,2011,1398282900.00 ,6446.00 ,216923.00 ,3627.00 ,188
325,West Springfield,2012,1382448400.00 ,6452.00 ,214267.00 ,3696.00 ,190
325,West Springfield,2013,1386824000.00 ,6454.00 ,214878.00 ,3533.00 ,230
325,West Springfield,2014,1435217000.00 ,6459.00 ,222204.00 ,3646.00 ,228
325,West Springfield,2015,1446443300.00 ,6470.00 ,223562.00 ,3798.00 ,224
325,West Springfield,2016,1484087200.00 ,6483.00 ,228920.00 ,3889.00 ,232
325,West Springfield,2017,1496945400.00 ,6491.00 ,230619.00 ,3932.00 ,
326,West Stockbridge,2009,314850095.00 ,678.00 ,464381.00 ,4296.00 ,113
326,West Stockbridge,2010,320695700.00 ,683.00 ,469540.00 ,4414.00 ,111
326,West Stockbridge,2011,292711900.00 ,685.00 ,427317.00 ,4530.00 ,109
326,West Stockbridge,2012,284878600.00 ,686.00 ,415275.00 ,4618.00 ,117
326,West Stockbridge,2013,283513700.00 ,688.00 ,412084.00 ,4714.00 ,120
326,West Stockbridge,2014,283868800.00 ,692.00 ,410215.00 ,4562.00 ,144
326,West Stockbridge,2015,285608000.00 ,694.00 ,411539.00 ,4873.00 ,136
326,West Stockbridge,2016,286334900.00 ,694.00 ,412586.00 ,5087.00 ,133
326,West Stockbridge,2017,286789600.00 ,694.00 ,413241.00 ,5157.00 ,
327,West Tisbury,2009,1568718100.00 ,1429.00 ,1097773.00 ,4698.00 ,91
327,West Tisbury,2010,1522695000.00 ,1428.00 ,1066313.00 ,4756.00 ,94
327,West Tisbury,2011,1455252100.00 ,1436.00 ,1013407.00 ,4793.00 ,99
327,West Tisbury,2012,1452817200.00 ,1449.00 ,1002634.00 ,4933.00 ,99
327,West Tisbury,2013,1409453500.00 ,1445.00 ,975400.00 ,5131.00 ,99
327,West Tisbury,2014,1414652100.00 ,1449.00 ,976295.00 ,5282.00 ,99
327,West Tisbury,2015,1402254500.00 ,1449.00 ,967739.00 ,5526.00 ,99
327,West Tisbury,2016,1399518788.00 ,1450.00 ,965185.00 ,5849.00 ,94
327,West Tisbury,2017,1487397585.00 ,1465.00 ,1015288.00 ,6061.00 ,
328,Westborough,2009,1675324700.00 ,3828.00 ,437650.00 ,6784.00 ,35
328,Westborough,2010,1619652400.00 ,3829.00 ,422996.00 ,7182.00 ,35
328,Westborough,2011,1564788800.00 ,3833.00 ,408241.00 ,7446.00 ,32
328,Westborough,2012,1556827800.00 ,3839.00 ,405530.00 ,7790.00 ,32
328,Westborough,2013,1612561100.00 ,3837.00 ,420266.00 ,7972.00 ,32
328,Westborough,2014,1618754300.00 ,3839.00 ,421660.00 ,8134.00 ,35
328,Westborough,2015,1664338400.00 ,3846.00 ,432745.00 ,8045.00 ,37
328,Westborough,2016,1788565200.00 ,3846.00 ,465046.00 ,8264.00 ,37
328,Westborough,2017,1813432500.00 ,3850.00 ,471021.00 ,8384.00 ,
329,Westfield,2009,2230402000.00 ,9281.00 ,240319.00 ,3350.00 ,190
329,Westfield,2010,2203592800.00 ,9300.00 ,236945.00 ,3478.00 ,190
329,Westfield,2011,2155853800.00 ,9320.00 ,231315.00 ,3565.00 ,194
329,Westfield,2012,2161786100.00 ,9331.00 ,231678.00 ,3737.00 ,187
329,Westfield,2013,2190495200.00 ,9334.00 ,234679.00 ,3924.00 ,183
329,Westfield,2014,2094822000.00 ,9345.00 ,224165.00 ,4075.00 ,182
329,Westfield,2015,2101195600.00 ,9353.00 ,224655.00 ,4165.00 ,184
329,Westfield,2016,2121229400.00 ,9350.00 ,226869.00 ,4410.00 ,180
329,Westfield,2017,2131334550.00 ,9362.00 ,227658.00 ,4421.00 ,
330,Westford,2009,2847375200.00 ,6201.00 ,459180.00 ,6415.00 ,38
330,Westford,2010,2825581600.00 ,6269.00 ,450723.00 ,6594.00 ,41
330,Westford,2011,2768628800.00 ,6276.00 ,441145.00 ,6719.00 ,42
330,Westford,2012,2794232900.00 ,6296.00 ,443811.00 ,6901.00 ,45
330,Westford,2013,2784386800.00 ,6328.00 ,440011.00 ,7097.00 ,45
330,Westford,2014,2797146500.00 ,6350.00 ,440496.00 ,7312.00 ,45
330,Westford,2015,2960355400.00 ,6374.00 ,464442.00 ,7543.00 ,44
330,Westford,2016,3053409400.00 ,6383.00 ,478366.00 ,7797.00 ,46
330,Westford,2017,3140095600.00 ,6398.00 ,490793.00 ,8054.00 ,
331,Westhampton,2009,194420000.00 ,643.00 ,302364.00 ,4227.00 ,116
331,Westhampton,2010,186667800.00 ,640.00 ,291668.00 ,4270.00 ,124
331,Westhampton,2011,182075400.00 ,637.00 ,285833.00 ,4479.00 ,115
331,Westhampton,2012,179135700.00 ,635.00 ,282103.00 ,4626.00 ,116
331,Westhampton,2013,171373900.00 ,632.00 ,271161.00 ,4650.00 ,124
331,Westhampton,2014,169955200.00 ,631.00 ,269343.00 ,4759.00 ,127
331,Westhampton,2015,171944700.00 ,633.00 ,271635.00 ,4957.00 ,129
331,Westhampton,2016,175830200.00 ,628.00 ,279984.00 ,5292.00 ,122
331,Westhampton,2017,177244300.00 ,630.00 ,281340.00 ,5433.00 ,
332,Westminster,2009,753848600.00 ,2544.00 ,296324.00 ,3852.00 ,146
332,Westminster,2010,658680300.00 ,2554.00 ,257901.00 ,3719.00 ,170
332,Westminster,2011,638689600.00 ,2557.00 ,249781.00 ,3782.00 ,172
332,Westminster,2012,592157000.00 ,2559.00 ,231402.00 ,3989.00 ,166
332,Westminster,2013,595483200.00 ,2578.00 ,230987.00 ,4241.00 ,157
332,Westminster,2014,596462900.00 ,2594.00 ,229939.00 ,4364.00 ,161
332,Westminster,2015,601043700.00 ,2606.00 ,230638.00 ,4371.00 ,174
332,Westminster,2016,621580900.00 ,2637.00 ,235715.00 ,4427.00 ,179
332,Westminster,2017,658929100.00 ,2631.00 ,250448.00 ,4556.00 ,
333,Weston,2009,4640493800.00 ,3344.00 ,1387707.00 ,15293.00 ,1
333,Weston,2010,4680696500.00 ,3343.00 ,1400149.00 ,15542.00 ,1
333,Weston,2011,4648963600.00 ,3344.00 ,1390240.00 ,15835.00 ,1
333,Weston,2012,4597141500.00 ,3345.00 ,1374332.00 ,16643.00 ,1
333,Weston,2013,4571266300.00 ,3350.00 ,1364557.00 ,16921.00 ,1
333,Weston,2014,4695447800.00 ,3352.00 ,1400790.00 ,17832.00 ,1
333,Weston,2015,4947104700.00 ,3364.00 ,1470602.00 ,18059.00 ,1
333,Weston,2016,5190309500.00 ,3364.00 ,1542898.00 ,18762.00 ,1
333,Weston,2017,5243427700.00 ,3355.00 ,1562870.00 ,19380.00 ,
334,Westport,2009,2468015600.00 ,5589.00 ,441584.00 ,2446.00 ,308
334,Westport,2010,2288411350.00 ,5640.00 ,405747.00 ,2544.00 ,305
334,Westport,2011,2200130300.00 ,5656.00 ,388991.00 ,2610.00 ,308
334,Westport,2012,2189306500.00 ,5689.00 ,384832.00 ,2713.00 ,302
334,Westport,2013,2167666700.00 ,5724.00 ,378698.00 ,2799.00 ,303
334,Westport,2014,2160396700.00 ,5761.00 ,375004.00 ,2888.00 ,305
334,Westport,2015,2174178800.00 ,5781.00 ,376090.00 ,2982.00 ,305
334,Westport,2016,2279484300.00 ,5812.00 ,392203.00 ,3102.00 ,307
334,Westport,2017,2359565500.00 ,5852.00 ,403207.00 ,3214.00 ,
335,Westwood,2009,2949874500.00 ,4469.00 ,660075.00 ,7927.00 ,22
335,Westwood,2010,2847022200.00 ,4470.00 ,636918.00 ,8325.00 ,20
335,Westwood,2011,2779570900.00 ,4473.00 ,621411.00 ,8594.00 ,20
335,Westwood,2012,2786741900.00 ,4474.00 ,622875.00 ,9019.00 ,19
335,Westwood,2013,2794896600.00 ,4481.00 ,623722.00 ,9287.00 ,17
335,Westwood,2014,2792338200.00 ,4479.00 ,623429.00 ,9601.00 ,18
335,Westwood,2015,2945221450.00 ,4489.00 ,656097.00 ,9999.00 ,17
335,Westwood,2016,3169428550.00 ,4506.00 ,703380.00 ,10312.00 ,17
335,Westwood,2017,3280610600.00 ,4511.00 ,727247.00 ,10596.00 ,
336,Weymouth,2009,4274757000.00 ,13064.00 ,327217.00 ,3203.00 ,217
336,Weymouth,2010,3916236400.00 ,13074.00 ,299544.00 ,3322.00 ,215
336,Weymouth,2011,3819904300.00 ,13080.00 ,292042.00 ,3414.00 ,221
336,Weymouth,2012,3818173600.00 ,13089.00 ,291709.00 ,3541.00 ,218
336,Weymouth,2013,3682122090.00 ,13100.00 ,281078.00 ,3634.00 ,221
336,Weymouth,2014,3699100800.00 ,13103.00 ,282309.00 ,3755.00 ,213
336,Weymouth,2015,3961136000.00 ,13116.00 ,302008.00 ,3896.00 ,218
336,Weymouth,2016,4244960550.00 ,13246.00 ,320471.00 ,4102.00 ,208
336,Weymouth,2017,4416978170.00 ,13251.00 ,333332.00 ,4270.00 ,
337,Whately,2009,138442200.00 ,501.00 ,276332.00 ,4004.00 ,131
337,Whately,2010,138391900.00 ,501.00 ,276231.00 ,4008.00 ,145
337,Whately,2011,131612748.00 ,500.00 ,263225.00 ,4072.00 ,149
337,Whately,2012,132920648.00 ,504.00 ,263731.00 ,4180.00 ,153
337,Whately,2013,138781660.00 ,511.00 ,271588.00 ,4182.00 ,163
337,Whately,2014,139775960.00 ,515.00 ,271410.00 ,4280.00 ,168
337,Whately,2015,142771360.00 ,520.00 ,274560.00 ,4440.00 ,167
337,Whately,2016,151017060.00 ,530.00 ,284938.00 ,4263.00 ,191
337,Whately,2017,157895192.00 ,533.00 ,296239.00 ,4621.00 ,
338,Whitman,2009,980733400.00 ,3265.00 ,300378.00 ,3418.00 ,184
338,Whitman,2010,939711000.00 ,3274.00 ,287022.00 ,3559.00 ,181
338,Whitman,2011,902880840.00 ,3294.00 ,274099.00 ,3681.00 ,180
338,Whitman,2012,873354896.00 ,3302.00 ,264493.00 ,3867.00 ,177
338,Whitman,2013,847994896.00 ,3303.00 ,256735.00 ,4054.00 ,175
338,Whitman,2014,845617696.00 ,3310.00 ,255474.00 ,4039.00 ,185
338,Whitman,2015,874761900.00 ,3329.00 ,262770.00 ,4102.00 ,194
338,Whitman,2016,903313500.00 ,3334.00 ,270940.00 ,4224.00 ,198
338,Whitman,2017,972153000.00 ,3336.00 ,291413.00 ,4395.00 ,
339,Wilbraham,2009,1409206300.00 ,4590.00 ,307017.00 ,4694.00 ,92
339,Wilbraham,2010,1359604200.00 ,4594.00 ,295952.00 ,4791.00 ,92
339,Wilbraham,2011,1366670200.00 ,4595.00 ,297426.00 ,4955.00 ,93
339,Wilbraham,2012,1334045000.00 ,4598.00 ,290136.00 ,5237.00 ,85
339,Wilbraham,2013,1265269900.00 ,4602.00 ,274939.00 ,5405.00 ,85
339,Wilbraham,2014,1247300900.00 ,4607.00 ,270740.00 ,5534.00 ,89
339,Wilbraham,2015,1256841500.00 ,4618.00 ,272161.00 ,5683.00 ,89
339,Wilbraham,2016,1265557600.00 ,4634.00 ,273103.00 ,5899.00 ,92
339,Wilbraham,2017,1286449200.00 ,4622.00 ,278332.00 ,6123.00 ,
340,Williamsburg,2009,202230000.00 ,714.00 ,283235.00 ,3928.00 ,142
340,Williamsburg,2010,198539900.00 ,716.00 ,277290.00 ,4001.00 ,146
340,Williamsburg,2011,200051700.00 ,720.00 ,277850.00 ,4137.00 ,146
340,Williamsburg,2012,197301000.00 ,724.00 ,272515.00 ,4221.00 ,150
340,Williamsburg,2013,190907300.00 ,727.00 ,262596.00 ,4422.00 ,144
340,Williamsburg,2014,194013500.00 ,734.00 ,264324.00 ,4591.00 ,141
340,Williamsburg,2015,195274600.00 ,733.00 ,266405.00 ,4793.00 ,140
340,Williamsburg,2016,192478200.00 ,731.00 ,263308.00 ,4937.00 ,144
340,Williamsburg,2017,193623000.00 ,733.00 ,264151.00 ,5066.00 ,
341,Williamstown,2009,790121000.00 ,1893.00 ,417391.00 ,4758.00 ,87
341,Williamstown,2010,709571200.00 ,1843.00 ,385009.00 ,4736.00 ,95
341,Williamstown,2011,717589300.00 ,1852.00 ,387467.00 ,4921.00 ,94
341,Williamstown,2012,699026100.00 ,1857.00 ,376428.00 ,5262.00 ,83
341,Williamstown,2013,680327200.00 ,1864.00 ,364982.00 ,5245.00 ,93
341,Williamstown,2014,645433100.00 ,1863.00 ,346448.00 ,5294.00 ,97
341,Williamstown,2015,664759500.00 ,1869.00 ,355677.00 ,5552.00 ,97
341,Williamstown,2016,663039700.00 ,1867.00 ,355136.00 ,5608.00 ,104
341,Williamstown,2017,665306000.00 ,1865.00 ,356732.00 ,6079.00 ,
342,Wilmington,2009,2614841260.00 ,6854.00 ,381506.00 ,4044.00 ,125
342,Wilmington,2010,2442676640.00 ,6860.00 ,356075.00 ,4106.00 ,133
342,Wilmington,2011,2458762290.00 ,6886.00 ,357067.00 ,4242.00 ,135
342,Wilmington,2012,2474166790.00 ,6916.00 ,357745.00 ,4343.00 ,141
342,Wilmington,2013,2426277420.00 ,6943.00 ,349457.00 ,4756.00 ,117
342,Wilmington,2014,2494685028.00 ,6963.00 ,358277.00 ,5102.00 ,110
342,Wilmington,2015,2655008868.00 ,6980.00 ,380374.00 ,5466.00 ,101
342,Wilmington,2016,2755897180.00 ,7001.00 ,393643.00 ,5759.00 ,99
342,Wilmington,2017,2975253870.00 ,7019.00 ,423886.00 ,6125.00 ,
343,Winchendon,2009,567936600.00 ,2756.00 ,206073.00 ,2500.00 ,300
343,Winchendon,2010,539321000.00 ,2776.00 ,194280.00 ,2564.00 ,304
343,Winchendon,2011,519343100.00 ,2786.00 ,186412.00 ,2621.00 ,307
343,Winchendon,2012,488129990.00 ,2791.00 ,174894.00 ,2643.00 ,310
343,Winchendon,2013,474757090.00 ,2796.00 ,169799.00 ,2535.00 ,312
343,Winchendon,2014,454659280.00 ,2799.00 ,162436.00 ,2592.00 ,317
343,Winchendon,2015,453361160.00 ,2809.00 ,161396.00 ,2699.00 ,315
343,Winchendon,2016,453735960.00 ,2809.00 ,161529.00 ,2815.00 ,315
343,Winchendon,2017,469557830.00 ,2823.00 ,166333.00 ,2989.00 ,
344,Winchester,2009,4238814000.00 ,5593.00 ,757878.00 ,8541.00 ,15
344,Winchester,2010,4263001500.00 ,5594.00 ,762067.00 ,8771.00 ,15
